amedas_id,amedas_subid,fuken_name,fuken_id,type,f_pre,f_tem,f_sun,station_name,station_name_kana,location,latitude,longitude,height,station_id,pref_name,pref_code,region_name,region_sort_order,station_id,station_kbn
12691,0,上川,12,四,Y,Y,Y,幾寅,イクトラ,空知郡南富良野町幾寅,43.1683,142.5683,350,1188,北海道,1,北海道,1,1188,A
12746,0,上川,12,四,Y,Y,Y,占冠,シムカップ,勇払郡占冠村シムカップ,42.9783,142.3950,332,1189,北海道,1,北海道,1,1189,A
15041,0,上川,12,四,Y,Y,Y,朱鞠内,シュマリナイ,雨竜郡幌加内町朱鞠内,44.2817,142.1617,255,1279,北海道,1,北海道,1,1279,A
15076,0,上川,12,四,Y,Y,Y,幌加内,ホロカナイ,雨竜郡幌加内町幌加内,44.0100,142.1600,159,1053,北海道,1,北海道,1,1053,A
13061,0,留萌,13,四,Y,Y,Y,天塩,テシオ,天塩郡天塩町川口,44.8933,141.7617,9,24,北海道,1,北海道,1,0024,A
13086,0,留萌,13,四,Y,Y,Y,遠別,エンベツ,天塩郡遠別町幸和,44.7183,141.8067,7,25,北海道,1,北海道,1,0025,A
13121,0,留萌,13,四,Y,Y,Y,初山別,ショサンベツ,苫前郡初山別村初山別,44.5233,141.7700,27,1216,北海道,1,北海道,1,1216,A
13146,0,留萌,13,四,Y,Y,Y,焼尻,ヤギシリ,苫前郡羽幌町焼尻白浜,44.4283,141.4217,38,1213,北海道,1,北海道,1,1213,A
13181,0,留萌,13,官,Y,Y,Y,羽幌,ハボロ,苫前郡羽幌町南3条　羽幌特別地域気象観測所,44.3633,141.7000,8,47404,北海道,1,北海道,1,47404,S
13261,0,留萌,13,四,Y,Y,Y,達布,タップ,留萌郡小平町達布,44.0483,141.8567,30,1217,北海道,1,北海道,1,1217,A
13277,0,留萌,13,官,Y,Y,Y,留萌,ルモイ,留萌市大町　留萌特別地域気象観測所,43.9450,141.6317,24,47406,北海道,1,北海道,1,47406,S
13311,0,留萌,13,四,Y,Y,Y,増毛,マシケ,増毛郡増毛町別苅,43.8483,141.5100,20,28,北海道,1,北海道,1,0028,A
13321,0,留萌,13,四,Y,Y,Y,幌糠,ホロヌカ,留萌市幌糠町,43.8533,141.7600,20,1218,北海道,1,北海道,1,1218,A
14026,0,石狩,14,四,Y,Y,Y,浜益,ハママス,石狩市浜益区川下,43.5817,141.3867,3,1193,北海道,1,北海道,1,1193,A
14071,0,石狩,14,四,Y,Y,Y,厚田,アツタ,石狩市厚田区別狩,43.3983,141.4367,5,1194,北海道,1,北海道,1,1194,A
14101,0,石狩,14,四,Y,Y,Y,新篠津,シンシノツ,石狩郡新篠津村第46線北,43.2200,141.6450,9,30,北海道,1,北海道,1,0030,A
14116,0,石狩,14,四,Y,Y,Y,山口,ヤマグチ,札幌市手稲区手稲山口,43.1467,141.2217,5,31,北海道,1,北海道,1,0031,A
14121,0,石狩,14,四,Y,Y,Y,石狩,イシカリ,石狩市生振,43.1933,141.3700,5,1085,北海道,1,北海道,1,1085,A
14136,0,石狩,14,四,Y,Y,Y,江別,エベツ,江別市江別太,43.1100,141.6017,8,1507,北海道,1,北海道,1,1507,A
14163,0,石狩,14,官,Y,Y,Y,札幌,サッポロ,札幌市中央区北2条西　札幌管区気象台,43.0600,141.3283,17,47412,北海道,1,北海道,1,47412,S
14206,0,石狩,14,四,Y,Y,Y,恵庭島松,エニワシママツ,恵庭市下島松,42.9250,141.5650,30,35,北海道,1,北海道,1,0035,A
14286,0,石狩,14,四,Y,Y,Y,支笏湖畔,シコツコハン,千歳市支笏湖温泉番外地,42.7717,141.4067,290,37,北海道,1,北海道,1,0037,A
15116,0,空知,15,四,Y,Y,Y,石狩沼田,イシカリヌマタ,雨竜郡沼田町緑町,43.8150,141.9267,63,38,北海道,1,北海道,1,0038,A
15161,0,空知,15,四,Y,Y,Y,深川,フカガワ,深川市一已町一已,43.7183,142.0733,55,39,北海道,1,北海道,1,0039,A
15231,0,空知,15,四,Y,Y,Y,空知吉野,ソラチヨシノ,樺戸郡新十津川町吉野,43.5950,141.7317,100,1287,北海道,1,北海道,1,1287,A
15241,0,空知,15,四,Y,Y,Y,滝川,タキカワ,滝川市南滝の川,43.5700,141.9383,50,41,北海道,1,北海道,1,0041,A
15251,0,空知,15,四,Y,Y,Y,芦別,アシベツ,芦別市北1条東,43.5167,142.1900,90,43,北海道,1,北海道,1,0043,A
15311,0,空知,15,四,Y,Y,Y,月形,ツキガタ,樺戸郡月形町月ケ岡,43.3300,141.6183,50,999,北海道,1,北海道,1,0999,A
15321,0,空知,15,四,Y,Y,Y,美唄,ビバイ,美唄市北美唄町二区,43.3633,141.8267,16,44,北海道,1,北海道,1,0044,A
15356,0,空知,15,官,Y,Y,Y,岩見沢,イワミザワ,岩見沢市5条東　岩見沢特別地域気象観測所,43.2117,141.7850,42,47413,北海道,1,北海道,1,47413,S
15431,0,空知,15,四,Y,Y,Y,長沼,ナガヌマ,夕張郡長沼町本町北,43.0117,141.6933,13,47,北海道,1,北海道,1,0047,A
15442,0,空知,15,四,Y,Y,Y,夕張,ユウバリ,夕張市鹿の谷山手町,43.0383,141.9567,293,49,北海道,1,北海道,1,0049,A
16026,0,後志,16,四,Y,Y,Y,美国,ビクニ,積丹郡積丹町美国町字船澗,43.2717,140.5633,75,51,北海道,1,北海道,1,0051,A
16061,0,後志,16,四,Y,Y,Y,神恵内,カモエナイ,古宇郡神恵内村大字神恵内村,43.1450,140.4233,50,1208,北海道,1,北海道,1,1208,A
16076,0,後志,16,四,Y,Y,Y,余市,ヨイチ,余市郡余市町豊丘町,43.1817,140.7583,20,52,北海道,1,北海道,1,0052,A
16091,0,後志,16,官,Y,Y,Y,小樽,オタル,小樽市勝納町　小樽特別地域気象観測所,43.1817,141.0167,25,47411,北海道,1,北海道,1,47411,S
16156,0,後志,16,四,Y,Y,Y,共和,キョウワ,岩内郡共和町南幌似,42.9800,140.6033,15,54,北海道,1,北海道,1,0054,A
16206,0,後志,16,四,Y,Y,Y,蘭越,ランコシ,磯谷郡蘭越町蘭越,42.8100,140.5417,39,55,北海道,1,北海道,1,0055,A
16217,0,後志,16,官,Y,Y,Y,倶知安,クッチャン,虻田郡倶知安町南1条東　倶知安特別地域気象観測所,42.9000,140.7567,176,47433,北海道,1,北海道,1,47433,S
16252,0,後志,16,官,Y,Y,Y,寿都,スッツ,寿都郡寿都町新栄町　寿都特別地域気象観測所,42.7950,140.2233,33,47421,北海道,1,北海道,1,47421,S
16281,0,後志,16,四,Y,Y,Y,真狩,マッカリ,虻田郡真狩村美原,42.7750,140.8800,440,1072,北海道,1,北海道,1,1072,A
16286,0,後志,16,四,Y,Y,Y,喜茂別,キモベツ,虻田郡喜茂別町伏見,42.7933,140.9483,264,60,北海道,1,北海道,1,0060,A
16321,0,後志,16,四,Y,Y,Y,黒松内,クロマツナイ,寿都郡黒松内町黒松内,42.6633,140.3100,27,61,北海道,1,北海道,1,0061,A
17036,0,オホーツク,17,官,Y,Y,Y,雄武,オウム,紋別郡雄武町雄武　雄武特別地域気象観測所,44.5800,142.9633,14,47405,北海道,1,北海道,1,47405,S
17076,0,オホーツク,17,四,Y,Y,Y,興部,オコッペ,紋別郡興部町興部,44.4700,143.1083,8,63,北海道,1,北海道,1,0063,A
17091,0,オホーツク,17,四,Y,Y,Y,西興部,ニシオコッペ,紋別郡西興部村西興部,44.3317,142.9367,120,1073,北海道,1,北海道,1,1073,A
17112,0,オホーツク,17,官,Y,Y,Y,紋別,モンベツ,紋別市南が丘町　紋別特別地域気象観測所,44.3450,143.3550,16,47435,北海道,1,北海道,1,47435,S
17166,0,オホーツク,17,四,Y,Y,Y,湧別,ユウベツ,紋別郡湧別町東,44.2133,143.6200,5,65,北海道,1,北海道,1,0065,A
17196,0,オホーツク,17,四,Y,Y,Y,滝上,タキノウエ,紋別郡滝上町滝ノ上原野5線南,44.1767,143.0600,165,66,北海道,1,北海道,1,0066,A
17246,0,オホーツク,17,四,Y,Y,Y,常呂,トコロ,北見市常呂町字岐阜,44.1150,144.0367,3,68,北海道,1,北海道,1,0068,A
17306,0,オホーツク,17,四,Y,Y,Y,遠軽,エンガル,紋別郡遠軽町東町,44.0533,143.5400,80,69,北海道,1,北海道,1,0069,A
17316,0,オホーツク,17,四,Y,Y,Y,佐呂間,サロマ,常呂郡佐呂間町武士,43.9850,143.7233,59,70,北海道,1,北海道,1,0070,A
17341,0,オホーツク,17,官,Y,Y,Y,網走,アバシリ,網走市台町　網走地方気象台,44.0167,144.2783,38,47409,北海道,1,北海道,1,47409,S
17351,0,オホーツク,17,四,Y,Y,Y,宇登呂,ウトロ,斜里郡斜里町ウトロ高原,44.0517,144.9817,144,981,北海道,1,北海道,1,0981,A
17482,0,オホーツク,17,四,Y,Y,Y,白滝,シラタキ,紋別郡遠軽町白滝北支湧別,43.8650,143.1533,475,1092,北海道,1,北海道,1,1092,A
17501,0,オホーツク,17,四,Y,Y,Y,生田原,イクタハラ,紋別郡遠軽町生田原,43.9167,143.5317,199,72,北海道,1,北海道,1,0072,A
17521,0,オホーツク,17,四,Y,Y,Y,北見,キタミ,北見市高栄東町,43.8100,143.8750,114,74,北海道,1,北海道,1,0074,A
17546,0,オホーツク,17,四,Y,Y,Y,小清水,コシミズ,斜里郡小清水町字泉,43.8417,144.4850,52,75,北海道,1,北海道,1,0075,A
17561,0,オホーツク,17,四,Y,Y,Y,斜里,シャリ,斜里郡斜里町以久科南,43.8833,144.7000,15,76,北海道,1,北海道,1,0076,A
17596,0,オホーツク,17,四,Y,Y,Y,留辺蘂,ルベシベ,北見市留辺蘂町大和,43.7417,143.4500,325,77,北海道,1,北海道,1,0077,A
17607,0,オホーツク,17,四,Y,Y,Y,境野,サカイノ,常呂郡置戸町豊住,43.7067,143.6433,184,1209,北海道,1,北海道,1,1209,A
17631,0,オホーツク,17,四,Y,Y,Y,美幌,ビホロ,網走郡美幌町福住,43.7700,144.1717,60,79,北海道,1,北海道,1,0079,A
17717,0,オホーツク,17,四,Y,Y,Y,津別,ツベツ,網走郡津別町豊永,43.7017,144.0333,100,82,北海道,1,北海道,1,0082,A
18038,0,根室,18,四,Y,Y,Y,羅臼,ラウス,目梨郡羅臼町栄町,44.0233,145.1867,15,84,北海道,1,北海道,1,0084,A
18136,0,根室,18,四,Y,Y,Y,標津,シベツ,標津郡標津町北2条西,43.6617,145.1317,3,85,北海道,1,北海道,1,0085,A
18161,0,根室,18,四,Y,Y,Y,上標津,カミシベツ,標津郡中標津町字上標津,43.5200,144.7467,181,1547,北海道,1,北海道,1,1547,A
18171,0,根室,18,四,Y,Y,Y,中標津,ナカシベツ,標津郡中標津町桜ケ丘,43.5433,144.9783,50,86,北海道,1,北海道,1,0086,A
18256,0,根室,18,四,Y,Y,Y,別海,ベツカイ,野付郡別海町川上町,43.3817,145.1183,23,88,北海道,1,北海道,1,0088,A
18273,0,根室,18,官,Y,Y,Y,根室,ネムロ,根室市弥栄町　根室特別地域気象観測所,43.3300,145.5850,25,47420,北海道,1,北海道,1,47420,S
18281,0,根室,18,四,Y,Y,Y,納沙布,ノサップ,根室市温根元,43.3933,145.7583,12,1056,北海道,1,北海道,1,1056,A
18311,0,根室,18,四,Y,Y,Y,厚床,アットコ,根室市厚床,43.2317,145.2583,40,1196,北海道,1,北海道,1,1196,A
19021,0,釧路,19,四,Y,Y,Y,川湯,カワユ,川上郡弟子屈町川湯駅前,43.6167,144.4567,158,90,北海道,1,北海道,1,0090,A
19051,0,釧路,19,四,Y,Y,Y,弟子屈,テシカガ,川上郡弟子屈町弟子屈原野,43.5100,144.4667,170,1187,北海道,1,北海道,1,1187,A
19076,0,釧路,19,四,Y,Y,Y,阿寒湖畔,アカンコハン,釧路市阿寒町阿寒湖温泉,43.4367,144.0850,450,91,北海道,1,北海道,1,0091,A
19151,0,釧路,19,四,Y,Y,Y,標茶,シベチャ,川上郡標茶町開運,43.2917,144.5867,20,93,北海道,1,北海道,1,0093,A
19191,0,釧路,19,四,Y,Y,Y,鶴居,ツルイ,阿寒郡鶴居村鶴居東,43.2317,144.3250,38,1186,北海道,1,北海道,1,1186,A
19261,0,釧路,19,四,Y,Y,Y,中徹別,ナカテシベツ,釧路市阿寒町徹別原野34線,43.1983,144.1417,80,95,北海道,1,北海道,1,0095,A
19311,0,釧路,19,四,Y,Y,Y,榊町,サカキマチ,厚岸郡浜中町榊町,43.1200,145.1100,2,1195,北海道,1,北海道,1,1195,A
19376,0,釧路,19,四,Y,Y,Y,太田,オオタ,厚岸郡厚岸町太田,43.0900,144.7783,85,1192,北海道,1,北海道,1,1192,A
19416,0,釧路,19,四,Y,Y,Y,白糠,シラヌカ,白糠郡白糠町茶路西1線,42.9700,144.0617,9,98,北海道,1,北海道,1,0098,A
19432,0,釧路,19,官,Y,Y,Y,釧路,クシロ,釧路市幸町　釧路地方気象台,42.9850,144.3767,5,47418,北海道,1,北海道,1,47418,S
19451,0,釧路,19,四,Y,Y,Y,知方学,チッポマナイ,釧路郡釧路町仙鳳趾村知方学,42.9383,144.7350,149,1283,北海道,1,北海道,1,1283,A
20146,0,十勝,20,四,Y,Y,Y,陸別,リクベツ,足寄郡陸別町陸別原野分線,43.4683,143.7383,207,101,北海道,1,北海道,1,0101,A
20186,0,十勝,20,四,Y,Y,Y,ぬかびら源泉郷,ヌカビラゲンセンキョウ,河東郡上士幌町ぬかびら源泉郷北区,43.3667,143.1917,540,103,北海道,1,北海道,1,0103,A
20266,0,十勝,20,四,Y,Y,Y,上士幌,カミシホロ,河東郡上士幌町東4線,43.2350,143.3033,295,107,北海道,1,北海道,1,0107,A
20276,0,十勝,20,四,Y,Y,Y,足寄,アショロ,足寄郡足寄町南1条,43.2433,143.5533,90,109,北海道,1,北海道,1,0109,A
20341,0,十勝,20,四,Y,Y,Y,本別,ホンベツ,中川郡本別町新町,43.1317,143.6000,67,112,北海道,1,北海道,1,0112,A
20356,0,十勝,20,四,Y,Y,Y,新得,シントク,上川郡新得町4条南,43.0767,142.8400,178,113,北海道,1,北海道,1,0113,A
20361,0,十勝,20,四,Y,Y,Y,鹿追,シカオイ,河東郡鹿追町緑町,43.1033,142.9950,206,114,北海道,1,北海道,1,0114,A
20371,0,十勝,20,四,Y,Y,Y,駒場,コマバ,河東郡音更町駒場北町,43.0500,143.1833,112,1204,北海道,1,北海道,1,1204,A
20421,0,十勝,20,四,Y,Y,Y,芽室,メムロ,河西郡芽室町西3条南,42.9000,143.0433,90,115,北海道,1,北海道,1,0115,A
20441,0,十勝,20,四,Y,Y,Y,池田,イケダ,中川郡池田町清見,42.9200,143.4583,42,117,北海道,1,北海道,1,0117,A
20506,0,十勝,20,四,Y,Y,Y,浦幌,ウラホロ,十勝郡浦幌町桜町,42.8083,143.6567,20,118,北海道,1,北海道,1,0118,A
20556,0,十勝,20,四,Y,Y,Y,糠内,ヌカナイ,中川郡幕別町五位,42.7867,143.3283,70,1286,北海道,1,北海道,1,1286,A
20601,0,十勝,20,四,Y,Y,Y,上札内,カミサツナイ,河西郡中札内村元札内西1線,42.6417,143.0967,251,1210,北海道,1,北海道,1,1210,A
20606,0,十勝,20,四,Y,Y,Y,更別,サラベツ,河西郡更別村更別南2線,42.6483,143.1900,190,1211,北海道,1,北海道,1,1211,A
20631,0,十勝,20,四,Y,Y,Y,大津,オオツ,中川郡豊頃町大津寿町,42.6850,143.6467,4,1214,北海道,1,北海道,1,1214,A
20696,0,十勝,20,四,Y,Y,Y,大樹,タイキ,広尾郡大樹町柏木町,42.5000,143.2750,87,121,北海道,1,北海道,1,0121,A
20751,0,十勝,20,官,Y,Y,Y,広尾,ヒロオ,広尾郡広尾町並木通東　広尾特別地域気象観測所,42.2933,143.3150,32,47440,北海道,1,北海道,1,47440,S
21111,0,胆振,21,四,Y,Y,Y,厚真,アツマ,勇払郡厚真町朝日,42.7300,141.8883,20,124,北海道,1,北海道,1,0124,A
21126,0,胆振,21,四,Y,Y,Y,穂別,ホベツ,勇払郡むかわ町穂別,42.7617,142.1433,56,125,北海道,1,北海道,1,0125,A
21161,0,胆振,21,四,Y,Y,Y,大滝,オオタキ,伊達市大滝区本町,42.6700,141.0783,390,1067,北海道,1,北海道,1,1067,A
21171,0,胆振,21,四,Y,Y,Y,森野,モリノ,白老郡白老町森野,42.6300,141.2467,170,126,北海道,1,北海道,1,0126,A
21187,0,胆振,21,官,Y,Y,Y,苫小牧,トマコマイ,苫小牧市しらかば町　苫小牧特別地域気象観測所,42.6233,141.5467,6,47424,北海道,1,北海道,1,47424,S
21226,0,胆振,21,四,Y,Y,Y,大岸,オオキシ,虻田郡豊浦町大岸,42.5900,140.6433,8,128,北海道,1,北海道,1,0128,A
21261,0,胆振,21,四,Y,Y,Y,白老,シラオイ,白老郡白老町高砂町,42.5433,141.3517,6,130,北海道,1,北海道,1,0130,A
21276,0,胆振,21,四,Y,Y,Y,鵡川,ムカワ,勇払郡むかわ町豊城,42.5900,141.9333,10,131,北海道,1,北海道,1,0131,A
21297,0,胆振,21,四,Y,Y,Y,伊達,ダテ,伊達市梅本町,42.4733,140.8767,16,132,北海道,1,北海道,1,0132,A
21312,0,胆振,21,四,Y,Y,Y,登別,ノボリベツ,登別市札内町,42.4583,141.1183,197,134,北海道,1,北海道,1,0134,A
21323,0,胆振,21,官,Y,Y,Y,室蘭,ムロラン,室蘭市山手町　室蘭地方気象台,42.3117,140.9750,40,47423,北海道,1,北海道,1,47423,S
22036,0,日高,22,四,Y,Y,Y,日高,ヒダカ,沙流郡日高町本町東,42.8767,142.4417,280,1202,北海道,1,北海道,1,1202,A
22141,0,日高,22,四,Y,Y,Y,日高門別,ヒダカモンベツ,沙流郡日高町富川北,42.5217,142.0367,10,136,北海道,1,北海道,1,0136,A
22156,0,日高,22,四,Y,Y,Y,新和,シンワ,新冠郡新冠町新和,42.5433,142.3333,60,137,北海道,1,北海道,1,0137,A
22241,0,日高,22,四,Y,Y,Y,静内,シズナイ,日高郡新ひだか町静内山手町,42.3433,142.3617,10,140,北海道,1,北海道,1,0140,A
22291,0,日高,22,四,Y,Y,Y,三石,ミツイシ,日高郡新ひだか町三石美野和,42.2450,142.6617,10,1198,北海道,1,北海道,1,1198,A
22306,0,日高,22,四,Y,Y,Y,中杵臼,ナカキネウス,浦河郡浦河町上杵臼,42.2233,142.9483,80,1288,北海道,1,北海道,1,1288,A
22327,0,日高,22,官,Y,Y,Y,浦河,ウラカワ,浦河郡浦河町潮見町　浦河特別地域気象観測所,42.1617,142.7767,37,47426,北海道,1,北海道,1,47426,S
22391,0,日高,22,四,Y,Y,Y,えりも岬,エリモミサキ,幌泉郡えりも町東洋,41.9250,143.2433,63,1340,北海道,1,北海道,1,1340,A
23031,0,渡島,23,四,Y,Y,Y,長万部,オシャマンベ,山越郡長万部町栄原,42.5233,140.3817,10,143,北海道,1,北海道,1,0143,A
23086,0,渡島,23,四,Y,Y,Y,八雲,ヤクモ,二海郡八雲町本町,42.2517,140.2717,8,144,北海道,1,北海道,1,0144,A
23166,0,渡島,23,四,Y,Y,Y,森,モリ,茅部郡森町姫川,42.0667,140.5883,125,145,北海道,1,北海道,1,0145,A
23206,0,渡島,23,四,Y,Y,Y,川汲,カックミ,函館市川汲町,41.9050,140.9700,25,147,北海道,1,北海道,1,0147,A
23226,0,渡島,23,四,Y,Y,Y,北斗,ホクト,北斗市本町,41.8867,140.6533,25,148,北海道,1,北海道,1,0148,A
23232,0,渡島,23,官,Y,Y,Y,函館,ハコダテ,函館市美原　函館海洋気象台,41.8167,140.7533,35,47430,北海道,1,北海道,1,47430,S
23326,0,渡島,23,四,Y,Y,Y,木古内,キコナイ,上磯郡木古内町大平,41.6867,140.4450,6,917,北海道,1,北海道,1,0917,A
23376,0,渡島,23,四,Y,Y,Y,松前,マツマエ,松前郡松前町建石,41.4233,140.0867,30,152,北海道,1,北海道,1,0152,A
24141,0,渡島,23,四,Y,Y,Y,熊石,クマイシ,二海郡八雲町熊石根崎町,42.1283,139.9850,12,155,北海道,1,北海道,1,0155,A
24041,0,檜山,24,四,Y,Y,Y,せたな,セタナ,せたな町瀬棚区本町,42.4500,139.8517,10,153,北海道,1,北海道,1,0153,A
24051,0,檜山,24,四,Y,Y,Y,今金,イマカネ,瀬棚郡今金町今金,42.4283,140.0083,19,154,北海道,1,北海道,1,0154,A
24101,0,檜山,24,四,Y,Y,Y,奥尻,オクシリ,奥尻郡奥尻町字稲穂,42.2483,139.5567,5,1199,北海道,1,北海道,1,1199,A
24201,0,檜山,24,四,Y,Y,Y,鶉,ウズラ,檜山郡厚沢部町鶉町,41.9300,140.3117,53,1200,北海道,1,北海道,1,1200,A
24217,0,檜山,24,官,Y,Y,Y,江差,エサシ,檜山郡江差町姥神町　江差特別地域気象観測所,41.8667,140.1233,4,47428,北海道,1,北海道,1,47428,S
31001,0,青森,31,四,Y,Y,Y,大間,オオマ,下北郡大間町大間字狼丁,41.5267,140.9117,14,1041,青森県,2,東北,2,1041,A
31111,0,青森,31,官,Y,Y,Y,むつ,ムツ,むつ市金曲　むつ特別地域気象観測所,41.2833,141.2100,3,47576,青森県,2,東北,2,47576,S
31121,0,青森,31,四,Y,Y,Y,小田野沢,オダノサワ,下北郡東通村小田野沢字中川目,41.2350,141.3967,6,1122,青森県,2,東北,2,1122,A
31136,0,青森,31,四,Y,Y,Y,今別,イマベツ,東津軽郡今別町今別字中沢,41.1800,140.4817,30,1026,青森県,2,東北,2,1026,A
31156,0,青森,31,四,Y,Y,Y,脇野沢,ワキノサワ,むつ市脇野沢桂沢,41.1450,140.8217,15,1124,青森県,2,東北,2,1124,A
31186,0,青森,31,四,Y,Y,Y,市浦,シウラ,五所川原市相内,41.0567,140.3467,20,1119,青森県,2,東北,2,1119,A
31201,0,青森,31,四,Y,Y,Y,蟹田,カニタ,東津軽郡外ヶ浜町字蟹田鰐ケ淵,41.0450,140.6333,5,160,青森県,2,東北,2,0160,A
31296,0,青森,31,四,Y,Y,Y,五所川原,ゴショガワラ,五所川原市松島町,40.8083,140.4583,9,164,青森県,2,東北,2,0164,A
31312,0,青森,31,官,Y,Y,Y,青森,アオモリ,青森市花園　青森地方気象台,40.8217,140.7683,3,47575,青森県,2,東北,2,47575,S
31332,0,青森,31,四,Y,Y,Y,野辺地,ノヘジ,上北郡野辺地町有戸鳥井平,40.8850,141.1600,14,162,青森県,2,東北,2,0162,A
31336,0,青森,31,四,Y,Y,Y,六ケ所,ロッカショ,上北郡六ケ所村倉内字笹崎,40.8850,141.2717,80,1027,青森県,2,東北,2,1027,A
31366,0,青森,31,四,Y,Y,Y,鰺ケ沢,アジガサワ,西津軽郡鰺ケ沢町舞戸町字小夜,40.7767,140.2050,40,163,青森県,2,東北,2,0163,A
31436,0,青森,31,官,Y,Y,Y,深浦,フカウラ,西津軽郡深浦町大字深浦字岡町　深浦特別地域気象観測所,40.6450,139.9317,66,47574,青森県,2,東北,2,47574,S
31461,0,青森,31,四,Y,Y,Y,弘前,ヒロサキ,弘前市和田町,40.6117,140.4550,30,166,青森県,2,東北,2,0166,A
